result - array,result - services - array,result - services - link,result - services - protocol,result - services - type,result - services - boundingbox - area,result - services - boundingbox - upperleft - Point - coordinates,result - services - boundingbox - lowerleft - Point - coordinates,result - services - boundingbox - upperright - Point - coordinates,result - services - boundingbox - lowerright - Point - coordinates,result - publish-date - date,result - publish-date - date-type,result - id,result - uri,result - date,result - index,result - title,result - producer,result - abstract,result - entitled,result - boundingbox - area,result - boundingbox - upperleft - Point - coordinates,result - boundingbox - lowerleft - Point - coordinates,result - boundingbox - upperright - Point - coordinates,result - boundingbox - lowerright - Point - coordinates,result - collections,result - notqueryable,result - fileIdentifier,result - notdownloadable,result - thumbnail,result - holdings,result - revision-date
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapW_MNWTL_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapW_MNWTL_ALL_PROV.xml>,3655.450778,"-141.001777,83.109792","-141.001777,41.744088","-52.632659,83.109792","-52.632659,41.744088",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapW_MNWTL_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapW_MNWTL_ALL_PROV.xml>,3655.450778,"-141.001777,83.109792","-141.001777,41.744088","-52.632659,83.109792","-52.632659,41.744088",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapW_MNWTL_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapW_MNWTL_ALL_PROV.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapW_MNWTL_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapW_MNWTL_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapW_MNWTL_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapW_MNWTL_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OpenContent/OpenContent_Geogratis_1991_1998_Ecoatlas/MapServer,http,Tiled map service (vector),,,,,,7/2/2002,publication,2938003198,/NAP/Geogratis_1991_1998_Ecoatlas.xml,10/5/2011,11,The State of Canada's Ecosystems in Maps,Natural Resources Canada,"<p>EcoMAP (Ecological Mapping Analysis and Protocols) is a suite of geospatial data sets and analysis applications which has been developed by GeoInsight Corporation and A.M. Turner and Associates over the past three years with support from a number of government agencies. </p><p>EcoMAP is built on the premise that by aggregating diverse data sets to a common geographic framework, spatial analysis can be used to derive and present complex ecological information. Such information is needed to guide the development of consistent policies and programs which are required for conservation and sustainable resource management. Parts of the EcoMAP database have also been used to present a national perspective of many ecological themes through the National Atlas of Canada. In order to provide continuity the EcoMAP name has been adopted for the National Atlas ecological module.</p>",TRUE,3658.658498,"-141.004708,83.110626","-141.004708,41.708294","-52.636292,83.110626","-52.636292,41.708294",OpenContent,0,2938003198,0,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_Geogratis_1991_1998_Ecoatlas.png,/zips/OpenContent/OpenContent_Geogratis_1991_1998_Ecoatlas.zip,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapW_MNINR_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapW_MNINR_ALL_PROV.xml>,2977.818379,"-140.993817,76.641890","-140.993817,42.838102","-52.902554,76.641890","-52.902554,42.838102",7/14/2005,publication,2422157200,/NAP/DMTI_CanMapW_MNINR_ALL_PROV_series.xml,4/7/2015,12,Intermittent Water (MNINR),DMTI Spatial Inc.,"<p>Intermittent Water Regions represent seasonal waterbodies (e.g. Floods during spring and dry up in the summer). Intermittent Water is engineered from a combination of National Topographic Data Base (NTDB) 1:50,000 and 1:250,000 scale hydrographic mapping data.</p>",TRUE,2977.818379,"-140.993817,76.641890","-140.993817,42.838102","-52.902554,76.641890","-52.902554,42.838102",DMTI,0,2422157200,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapW_MNINR_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapW_MNINR_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapW_MNINR_ALL_PROV.xml>,2977.818379,"-140.993817,76.641890","-140.993817,42.838102","-52.902554,76.641890","-52.902554,42.838102",8/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapW_MNINR_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapW_MNINR_ALL_PROV.xml>,2977.818379,"-140.993817,76.641890","-140.993817,42.838102","-52.902554,76.641890","-52.902554,42.838102",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapW_MNINR_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapW_MNINR_ALL_PROV.xml>,2977.818379,"-140.993817,76.641890","-140.993817,42.838102","-52.902554,76.641890","-52.902554,42.838102",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapW_MNINR_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapW_MNINR_ALL_PROV.xml>,2977.818379,"-140.993817,76.641890","-140.993817,42.838102","-52.902554,76.641890","-52.902554,42.838102",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapW_MNINR_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapW_MNINR_ALL_PROV.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapW_MNINR_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapW_MNINR_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapW_MNINR_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,,,,,,,,,4/1/2001,creation,3356689685,/NAP/Western_CityOfLondon_2016_Railways.xml,6/12/2017,13,London Railways,City of London,"<p>The 2016 City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>As of 2016, this dataset includes the geographic locations of rail lines, abandoned rail lines and rail line virtual segments in the City of London, Ontario.</p>",TRUE,0.045457827,"-81.352533,43.050700","-81.352533,42.850357","-81.125633,43.050700","-81.125633,42.850357",Western,0,3356689685,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_Railways.png,/zips/Western/Western_CityOfLondon_2016_Railways.zip,12/23/2016
,,,,,,,,,,12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_WOODAREA/MapServer,http,Tiled map service (vector),,,,,,1/1/1976,creation,1335213247,/NAP/OGDE_WOODAREA.xml,2/12/2013,14,Wooded Area,Ontario Ministry of Natural Resources,"<p> Revision Note: Please note that this dataset has been revised and is available from the Land Information Ontario (LIO) Warehouse. </p> <p>Wooded Area polygons represent the boundaries of woodlands (forests, woodlots, hedgerows, and plantations) in Southern Ontario.</p><p> The woodland dataset is one of numerous products derived through the implementation of the SOLRIS project. The methodology used in SOLRIS Phase 1 involves updating the NRVIS wooded area (WOODAREA concrete class) data through the interpretation of remotely sensed data including orthophotography, Indian Remote Sensing (IRS) and colour infrared aerial photography.</p> <p>Wooded Area polygons represent the boundaries of woody vegetation (including shrubs) mapped to Ontario Base Mapping standards in Northern Ontario (EcoRegion 5E) and a revised standard to capture more definitive 'treed areas' in Southern Ontario (EcoRegions 6E and 7E). Trees and shrubs in this layer have a minimum of 2 meter height.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",TRUE,315.0133309,"-95.156087,56.822187","-95.156087,41.681455","-74.350400,56.822187","-74.350400,41.681455",OGDE,0,1335213247,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WOODAREA.png,/zips/OGDE/OGDE_WOODAREA.zip,9/1/2006
,,,,,,,,,,9/1/2006,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Streets_MRC_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Streets_MRC_ALL_PROV.xml>,1690.57781,"-135.148977,62.470404","-135.148977,41.984869","-52.623536,62.470404","-52.623536,41.984869",6/21/2001,publication,3711742792,/NAP/DMTI_CanMapRL_Streets_MRC_ALL_PROV_series.xml,6/24/2015,15,Major Road Casements (MRC),DMTI Spatial Inc.,<p>Casements are buffers of all road segments containing street name and uniqueID of road buffered.</p>,TRUE,1690.57781,"-135.148977,62.470404","-135.148977,41.984869","-52.623536,62.470404","-52.623536,41.984869",DMTI,0,3711742792,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Streets_MRC_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Streets_MRC_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Streets_MRC_ALL_PROV.xml>,1690.57781,"-135.148977,62.470404","-135.148977,41.984869","-52.623536,62.470404","-52.623536,41.984869",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Streets_MRC_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Streets_MRC_ALL_PROV.xml>,1690.580453,"-135.149106,62.470404","-135.149106,41.984869","-52.623536,62.470404","-52.623536,41.984869",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Streets_MRC_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Streets_MRC_ALL_PROV.xml>,1690.580453,"-135.149106,62.470404","-135.149106,41.984869","-52.623536,62.470404","-52.623536,41.984869",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Streets_MRC_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Streets_MRC_ALL_PROV.xml>,1690.580453,"-135.149106,62.470404","-135.149106,41.984869","-52.623536,62.470404","-52.623536,41.984869",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Streets_MRC_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Streets_MRC_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,,,,,,,,,,4/1/2001,creation,555953501,/NAP/Western_CityOfLondon_2016_Driveways.xml,6/13/2017,16,London Driveways,City of London,"<p>The 2016 City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of parking lots and access ways in the City of London, Ontario.</p><p><i>Note: As of 2016, this dataset incoporates the <b>London drive parking lines</b> dataset.</i></p>",TRUE,0.067841634,"-81.389604,43.072147","-81.389604,42.830327","-81.109058,43.072147","-81.109058,42.830327",Western,0,555953501,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_Driveways.png,/zips/Western/Western_CityOfLondon_2016_Driveways.zip,12/23/2016
,,,,,,,,,,12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_FIREDSPT/MapServer,http,Tiled map service (vector),,,,,,1/1/2003,creation,1479740568,/NAP/OGDE_FIREDSPT.xml,6/12/2013,17,Fire Disturbance PT,Ontario Ministry of Natural Resources,"<p>The Ministry of Natural Resources Fire Program records details about specific forest fires. This dataset contains the estimated starting point of a forest fire for which the perimeter was not mapped and for the fires that are less than 40 hectares in size. The fires represented in this LIO only data class are inside or outside the fire region and do not include prescribed burns. </p><p>Supplementary look-up table descriptions are available in the data description document, which is available for download from the additional documentation section.</p>",TRUE,260.3665295,"-95.149500,56.101700","-95.149500,42.260000","-76.339200,56.101700","-76.339200,42.260000",OGDE,0,1479740568,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FIREDSPT.png,/zips/OGDE/OGDE_FIREDSPT.zip,7/25/2005
,,,,,,,,,,7/25/2005,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Canada_RMN/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Canada_RMN.xml>,3875.900333,"-141.001870,83.999996","-141.001870,40.451472","-51.999994,83.999996","-51.999994,40.451472",6/21/2001,publication,1346829427,/NAP/DMTI_CanMapRL_Canada_RMN_series.xml,6/10/2015,18,Regional Municipality Boundaries (RMN),DMTI Spatial Inc.,<p>The Regional Municipalities layer is comprised of intermediate political administrative areas between the Province/Territories and Municipalities. DMTI Spatial Regional Municipalities correspond to Statistics Canada's 2001 Census Divisions (CD).</p>,TRUE,3875.900333,"-141.001870,83.999996","-141.001870,40.451472","-51.999994,83.999996","-51.999994,40.451472",DMTI,0,1346829427,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Canada_RMN.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Canada_RMN/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Canada_RMN.xml>,3875.900333,"-141.001870,83.999996","-141.001870,40.451472","-51.999994,83.999996","-51.999994,40.451472",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Canada_RMN/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Canada_RMN.xml>,3875.900333,"-141.001870,83.999996","-141.001870,40.451472","-51.999994,83.999996","-51.999994,40.451472",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Canada_RMN/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Canada_RMN.xml>,3875.900333,"-141.001870,83.999996","-141.001870,40.451472","-51.999994,83.999996","-51.999994,40.451472",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Canada_RMN/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Canada_RMN.xml>,3875.900333,"-141.001870,83.999996","-141.001870,40.451472","-51.999994,83.999996","-51.999994,40.451472",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Canada_RMN.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Canada_RMN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Canada_RMN.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Canada_RMN.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Canada_RMN.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Canada_RMN.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Canada_RMN.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Canada_RMN.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Canada_RMN.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2015_CMCS_WetlandsRegion/MapServer,http,(Vector) Tiled map service,,,,,,9/1/2015,publication,990661080,/NAP/DMTI_2015_CMCS_WetlandsRegion.xml,4/7/2017,19,Wetlands Region,DMTI Spatial Inc.,"<p>This layer depicts wetlands. For this layer, wetlands are defined as a water-saturated area, permanent or intermittent, with marsh (reeds, grass, and cattails) or swamp (shrub and trees) vegetation.</p><p> Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",TRUE,3638.605654,"-141.001501,82.949551","-141.001501,41.774316","-52.632712,82.949551","-52.632712,41.774316",DMTI,0,990661080,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_WetlandsRegion.png,/zips/DMTI/DMTI_2015_CMCS_WetlandsRegion.zip,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_MUNLOWER/MapServer,http,Tiled map service (vector),,,,,,1/1/1996,creation,2594988606,/NAP/OGDE_MUNLOWER.xml,1/21/2014,20,Municipal Boundaries 1996 - Lower Tier Municipality,Ontario Ministry of Natural Resources,"<p>This data set can be used to identify a lower tier municipality, which is a municipality that forms part of an upper tier municipality for municipal purposes. Municipal responsibilities have been set out under the Municipal Act and other Provincial legislation are split between the upper tier and lower tier municipalities.</p><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>",TRUE,315.8122471,"-95.157823,56.850109","-95.157823,41.684096","-74.334140,56.850109","-74.334140,41.684096",OGDE,0,2594988606,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MUNLOWER.png,/zips/OGDE/OGDE_MUNLOWER.zip,1/1/1996
,,,,,,,,,,1/1/1996,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/CityOfMississauga/CityOfMississauga_2016_CONTOUR/MapServer,http,(vector) Tiled map service,,,,,,10/18/2016,publication,207010939,/NAP/CityOfMississauga_2016_CONTOUR.xml,9/20/2016,21,Mississauga Contour Elevation,"Transportation and Works Department, City of Mississauga","<p>The 2016 City of Mississauga digital mapping data contains very detailed topographic and planning information clipped to the City of Mississauga municipal boundary based on a scale of 1:2,000.</p><p>This data set contains contour lines at 1m interval of the City of Mississauga, Ontario </p>",TRUE,0.073385645,"-79.814758,43.743677","-79.814758,43.479716","-79.536741,43.743677","-79.536741,43.479716",CityOfMississauga,0,207010939,0,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_CONTOUR.png,/zips/CityOfMississauga/CityOfMississauga_2016_CONTOUR.zip,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapW_MJWTP_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapW_MJWTP_ALL_PROV.xml>,3545.976746,"-138.538095,82.971961","-138.538095,41.683770","-52.654537,82.971961","-52.654537,41.683770",5/2/2003,publication,2565939622,/NAP/DMTI_CanMapW_MJWTP_ALL_PROV_series.xml,7/2/2015,22,Major Water Points (MJWTP),DMTI Spatial Inc.,"<p>Major Water Points represent hydrographic point feature such as a rock in water or shipwreck. These features are always inside a major water region.</p> <p>Major Water Points is engineered from a combination of National Topographic Data Base (NTDB) 1:50,000 and 1:250,000 scale hydrographic mapping data.</p>",TRUE,3545.976746,"-138.538095,82.971961","-138.538095,41.683770","-52.654537,82.971961","-52.654537,41.683770",DMTI,0,2565939622,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapW_MJWTP_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapW_MJWTP_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapW_MJWTP_ALL_PROV.xml>,3545.976746,"-138.538095,82.971961","-138.538095,41.683770","-52.654537,82.971961","-52.654537,41.683770",8/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapW_MJWTP_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapW_MJWTP_ALL_PROV.xml>,3545.976746,"-138.538095,82.971961","-138.538095,41.683770","-52.654537,82.971961","-52.654537,41.683770",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapW_MJWTP_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapW_MJWTP_ALL_PROV.xml>,3545.976746,"-138.538095,82.971961","-138.538095,41.683770","-52.654537,82.971961","-52.654537,41.683770",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapW_MJWTP_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapW_MJWTP_ALL_PROV.xml>,3545.976746,"-138.538095,82.971961","-138.538095,41.683770","-52.654537,82.971961","-52.654537,41.683770",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapW_MJWTP_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapW_MJWTP_ALL_PROV.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapW_MJWTP_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapW_MJWTP_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapW_MJWTP_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
