Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id
5804,Land Information Ontario (LIO) Open Data,Varies by dataset,"<p>Ontario Ministry of Natural Resources</p>
","Shapefile (.shp), File Geodatabase (FGDB), raster formats",Public,"<p>Open data can be accessed via the Land Information Ontario (LIO) <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">Metadata Management Tool</a>.</p>","<p>Open data available through LIO can be grouped into one of five categories:</br>
<ul>
<li>Roads, railways, trails</li>
<li>Lakes, rivers, streams, wetlands</li>
<li>Elevation</li>
<li>Official names and boundaries</li>
<li>Management and classification information</li>
</ul></p>
<p>To download the data, go to the LIO Metadata Management Tool, choose ""OPEN DATA"" in the menu on the left-hand side of the page, find a dataset of interest and click ""Download"". Please note, users will be required to sign a user agreement and provide an email address to which the download will be sent.</p>
","<p>Metadata documents for each of the data classes are available through the Land Information Ontario <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">Metadata Management Tool</a>.</p>
","<p>Example citation: <em>Ontario Fundamental Dataset</em> [computer file]. Peterborough: Ontario Ministry of Natural Resources, Year.</p>
",N/A,,Internet,Boundaries||Geology||Human Environment||Physical Environment||Portals||Topography||Transportation||Water Resources,Hamilton||Ontario,Vector||Shapefile||Raster,sites/default/files/geospatial/fundamental.JPG,fundamental.JPG,fundamental.JPG,
5776,Ontario Basic Mapping (OBM),2003,"<p>Ontario Ministry of Natural Resources</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg), Microstation design files (.dgn)",Public,"<p><a href=""http://www.geographynetwork.ca/website/obm/viewer.htm"">http://www.geographynetwork.ca/website/obm/viewer.htm</a></p>
","<p>Data provided by Land Information Ontario, Ontario Geospatial Data Exchange (OGDE).</p>
<p>This dataset includes municipal boundaries, lots and concessions, polygons for large building outlines, points for houses; contour lines and spot heights; lakes, rivers and streams; streets, highways, railways, pipelines, communications, etc. - no street names.</p>
<p>Southern Ontario is covered at 1:10,000; Northern Ontario is covered at 1:20,000.</p>
<p>Registration is required in order to download data.</p>","<p>See the Land Information Ontario (LIO) <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/en/main.home"">metadata tool</a> for metadata related to each dataset.</p>
","<p><em>Dataset name</em> [computer file]. Peterborough: ON, Ministry of Natural Resources, Year.</p>",N/A,,Internet,Boundaries||Human Environment||Physical Environment||Portals||Topography||Transportation||Water Resources,Canada||Hamilton||Ontario,Vector||Shapefile,sites/default/files/geospatial/OBM_0.jpg,OBM_0.jpg,Ontario Basic Mapping data,
5967,Ontario Parcel Boundaries,2009 - 2016,"<p>Teranet Inc.</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,,"<p>This dataset delineates the boundaries of land parcels (individual properties) for various areas in Ontario.  These files do NOT have land use data associated with the boundaries. McMaster Library does have land use data available for <a href=""http://library.mcmaster.ca/maps/geospatial/hamilton-parcelland-use-data-2009"">parcels in the City of Hamilton</a>.</p>
<p>Parcel boundaries are available for: Algoma, Brant, Bruce County, Chatham-Kent, Cochrane, Dufferin, Durham, Elgin, Essex, Frontenac, Greater Sudbury, Grey County, Halidmald, Haliburton, Halton, Hamilton, Hastings, Huron, Kawartha Lakes, Kenora, Lambton, Lanark, Leeds Grenville United Counties, Lennox Addington, Manitoulin, Middlesex, Muskoka, Niagara, Nipissing, Northumberland, Peel, Perth, Peterborough, Prescott and Russell United Counties, Prince Edward Division, Rainy River, Renfrew County, Simcoe County, Stormont Dundas Glengarry United Counties, Sudbury, Thunder Bay, Timiskaming, Toronto, Waterloo, Wellington, and York.</p>
<p>Years available: 2009, 2010, 2012, 2014, and 2016.</p>
<p><h3>Request data</h3>To request this data, please fill out the <a href=""https://docs.google.com/forms/d/e/1FAIpQLSd2Z05NW3IYi0OVao_-p0K1D_u31_Mhf8XPt_b--Ro5PCSUsw/viewform?c=0&w=1"">Data Use Agreement</a>.</p>","<p>No metadata available.</p>
<p>A description of the Ontario Parcel project appears at <a href=""http://www.ontarioparcel.ca/english/index.htm"">http://www.ontarioparcel.ca/english/index.htm</a>.</p>
","<p><em>Ontario Parcel Boundaries</em> [computer file]. Toronto: ON, Teranet Enterprises Inc., 2009.</p>",N/A,,Library,Boundaries,Hamilton||Ontario,Vector||Shapefile,sites/default/files/geospatial/ontarioparcel.JPG,ontarioparcel.jpg,Parcel Boundaries Hamilton,
6231,Ontario Renewable Energy Atlas,2014,"<p>Ontario Ministry of Natural Resources and Forestry</p>
",Web-based interactive map,Public,"<p><a href=""http://www.gisapplication.lrc.gov.on.ca/REA/Renewable.html?site=REA&viewer=REA&locale=en-US"">Renewable Energy Atlas</a></p>
","<p>The Renewable Energy Atlas is provided by the Ontario Ministry of Natural Resources for the purpose of identifying ideal locations for wind and water energy resource development.</p>
<p>The Wind Resource Section provides complete coverage of the Province of Ontario for wind speed and wind power at 10, 30, 50, 80 and 100m above ground level.  ""Wind Information Data"" can be browsed for each pixel, showing the following data: average wind speed and power at five heights, wind rose and wind speed distribution at 30m and 80m, graphs of daily, monthly and annual variation in avergae wind speed at 30m and 80m, and a ""Turbine Formula"", which can be used to predict the theoretical output of a turbine at that location.</p>
<p>The Waterpower Resource Section identifies sites with Waterpower Potential as well as existing Waterpower Generating Stations. Waterpower reports are available for rivers, tertiary watersheds, or the province and contain measurements relating to flow, drainage, and power capacity.</p>
<p>The atlas also has the following supplementary layers: Climate Monitoring Stations, Landuse (including Provincial Parks, Conservation Reserves, Natural Heritage Values Areas, Enhanced Management Areas, National Parks, ANSI's, Wilderness Areas, Crown Game Reserves, and Land Ownership), Administrative Boundaries (Including Province, MNR District, Wildlife Management Units, Upper Tier Municipalities and Lower Tier Municipalities), Water, Roads, Powerlines, and Railways</p>
<p>Please note that no geospatial data are available for download from this website.</p>
","<p>Metadata can be found in Land Information Ontario's (LIO) <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=815beea3-031f-4aee-be6a-dd130d5318fb"">metadata tool</a>.</p>
","<p>Ontario Wind Resource Atlas [online map].  Peterborough, ON: The Ontario Ministry of Natural Resources and Forestry, 2007.</p>
","N/A
",,Internet,Climate,Hamilton||Ontario,Interactive Map,sites/default/files/geospatial/lio_wind_atlas.JPG,LIO_energy_atlas.jpg,Example of Wind Resource Information,
5829,Ottawa Vector Data Set,2007,"<p>City of Ottawa</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,,"<p>The files cover the urban area of the city of Ottawa. The map series was originally by the National Capital Commission and then joint with the Regional Municipality of Ottawa-Carleton; in 1999 by the RMOC only and with amalgamation in 2001 now by the City of Ottawa. No attribute data is included with the data. Also available in shapefile format are contiguous files. Files are seamless but there will be inconsistencies in coverage (edge matching) due to the difference in dates as the data was collected at different years” (from City of Ottawa data description).</p>
<p>Vector data files include roads, sidewalks, houses, buildings, vegetation and water.</p>
","<p>No metadata available.</p>
","<p><em>City of Ottawa Vector Mapping</em> [computer file]. Ottawa, ON: City of Ottawa, Surveys and Mapping Branch, Information Technology Services, 2007.</p>
",N/A,,Library,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Water Resources,Ontario,Vector||JPG||Shapefile||Excel,sites/default/files/geospatial/ottawa2007demo1.jpg,Ottawa 2007,Ottawa 2007,
5832,Paleozoic Geology of Southern Ontario,2007,"<p>Ontario Geological Survey</p>
",Coverage,Public,"<p>Ontario Geological Survey Publications - <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=MRD219"">Paleozoic Geology of Southern Ontario (MRD219)</a></p>
","<p>A seamless Paleozoic geology cover of southern Ontario, based primarily on 1:50,000 scale maps produced over the past 33 years. Time period of content: 1974 to 2007.</p>
<p>Attributes associated with this data: lines, hummocks, dunes, geographic townships, provincial boundary, latitude and longitude grid, lakes, drainage, roads.</p>
<p>This dataset can be downloaded directly from the <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=MRD219"">Geology Ontario website</a>.</p>
","<p>A metadata document is available through the <a href=""http://www.geologyontario.mndm.gov.on.ca/mndmaccess/mndm_dir.asp?type=pub&id=MRD219"">Geology Ontario website</a>.</p>
","<p>Armstrong, D.K. and J.E.P. Dodge. <i>Paleozoic Geology of Southern Ontario.</i> Ontario Geological Survey, Miscellaneous Release—Data 219, 2007.</p>
",N/A,,Internet||Library,Geology,Hamilton||Ontario,Vector||Shapefile,sites/default/files/geospatial/PaleozoicGeoSO.jpg,PaleozoicGeoSO.jpg,"Sample, Paleozoic Geology of Southern Ontario",
5831,Peatlands of Canada,2011,"<p>Natural Resources Canada</p>
","Esri Interchange File (.e00), Shapefile (.shp)",Public,"<p>Available for download through the <a href=""https://doi.org/10.4095/288786"">Geological Survey of Canada website</a>.</p>
","<p>The Canadian Peatland Database contains information on the nature and distribution of peatland in Canada.</p>
","<p>Complete metadata file available with download and in <a href=""https://geoscan.nrcan.gc.ca/text/geoscan/metadata/of6561-e.pdf"">PDF format</a>.</p>
","<p>Tarnocai, C., I.M. Kettles and B. Lacelle. 2011. Peatlands of Canada. Natural Resources Canada, Open File 6561 .</p>
",N/A,,Internet||Library,Geology||Physical Environment,Canada||Hamilton||Ontario,Vector||E00||Shapefile,sites/default/files/geospatial/Peatlands.jpg,Peatlands.jpg,Peatlands.jpg,
5844,"Digital Aerial Photographs, Toronto and the Golden Horseshoe 2002",2002,"<p>J.D. Barnes First Base Solutions</p>
","MrSID (.sid, .sdw)",McMaster Students / Staff / Faculty only,"Available for download through the U of T website - <a href=""http://prod.library.utoronto.ca/maplib/scholarp/orthos/map/m10000.html"">Digital Aerial Photographs</a>",,"<p>No metadata available.</p>
","<p><em>Digital Aerial Photographs, Toronto and the Golden Horseshoe</em>[digital photograph]. Toronto, ON: First Base Solutions, 2002.</p>",N/A,,Library||Internet,Remote Sensing and Air Photos,Ontario,Raster||MrSID,sites/default/files/geospatial/Peterborough.jpg,Peterborough.jpg,Peterborough Air Photo,
6562,Polar Data Catalogue,Varies by dataset,"<p>Canadian Cyrospheric Information Network (CCIN)</p>
",Various vector and raster data formats,Public,"<p><a href=""https://www.polardata.ca/"">https://www.polardata.ca/</a></p>
","<p>The Polar Data Catalogue is an online searchable database of data and metadata that describes, catalogues and identifies diverse datasets generated by polar researchers. Research is conducted under a large variety of programs, including ArcticNet, the Northern Contaminants Program, NSERC-funded programs and the Government of Canada Programs. The scope of the research covers a range of disciplines, from natural sciences to policy to health and social sciences.</p>
<p>The wealth of knowledge and data generated by polar research must be managed, to ensure and maximize the exchange and accessibility of relevant data, and to leave a lasting legacy. The Polar Data Catalogue was developed as a collaborative effort between  ArcticNet, the Canadian Cryospheric Information Network (CCIN), and the Department of Fisheries and Oceans Canada (DFO) to facilitate the exchange of information about the Canadian Arctic among researchers and other user groups, including northern communities and international programs. </p>
<p>To retrieve information, one must choose one of the two data collection: Polar data catalogue or RADARSAT polar science search. In order to obtain results, one must choose four points within the Arctic or Antarctic map. Results are downloadable.</p>
","<p>Metadata for the different datasets downloaded can be found within the results section under the metadata tab.</p>
","<p>The Polar Data Catalogue functions as a data portal for a variety of Canadian polar data.  The actual author of the dataset must be cited. This information can be obtained from the metadata.</p>
<p>Format: Author. <em>Dataset Name</em> [computer file]. Publisher location, Province: Publisher Name, Year.</p>
",N/A,,Internet,Portals,Canada||World,Raster||Vector||Excel||PDF||TIFF,sites/default/files/geospatial/SDFIG6A.GIF,Snow Depth,Example of a Snow Depth map,
6174,Postal Code Conversion File (PCCF),Various,Statistics Canada,,McMaster Students / Staff / Faculty only,"<p>For more information about the product, see the <a href=""http://www12.statcan.gc.ca/census-recensement/2011/geo/ref/2006/92-153-072305/92-153-0723052009002-eng.htm"">Reference Guide</a>.</p>
","<p>The Postal Code Conversion File (PCCF) is a table that can be used to link six-character postal codes to 2006 Census geographic area datasets, including dissemination areas (DAs), Census divisions (CDs), Census subdivisions (CSDs), Census tracts (CTs), and Economic regions (ERs).  It also provides lat-long coordinates for the approximate location of each postal to support mapping. </p>
<p>To help users deal with the issues of postal codes covering multiple locations, The PCCF makes use of single link indicators (SLIs), which identify the geographic area which contains the largest number of dwellings assigned to that postal code.</p>
<h3>How to obtain the PCCF:</h3>
<p>The PCCF can be obtained by contacting the Library Data Services (<a href=""mailto:http://www5.statcan.gc.ca/olc-cel/olc.action?lang=en&ObjId=92-154-X&ObjType=2"">libdata@mcmaster</a>). A data use agreement must be signed prior to data release.</p>
","<p>A comprehensive reference guide is provided with the dataset and available through the <a href=""http://www12.statcan.gc.ca/census-recensement/2011/geo/ref/2006/92-153-072305/92-153-0723052009002-eng.htm"">Statistics Canada website</a>.  Additionally, a paper copy of a tutorial ""Using Postal Code Conversion Files in Arcview"" is available in the Map Collection.</p>
","<p>Postal CodeOM Conversion File (PCCF), 2009. Statistics Canada Catalogue no. 92-92-153-XCB.</p>",N/A,,Library,Boundaries,Canada||Hamilton||Ontario,ASCII,,,,
