Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,layer_thumb
,Greater Toronto Area (GTA) Orthophotography Project 2005,2005 - 2005,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3385600859,,,,http://geo.scholarsportal.info/#r/details/_uri@=3385600859,,,,,,,,,3385600859,http://images.scholarsportal.info/gis/thumbnails/OGDE/GTA2005MrSID.png
,Ground Satellite Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1057579874,,,,http://geo.scholarsportal.info/#r/details/_uri@=1057579874,,,,,,,,,1057579874,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_GroundSatellitePoint.png
,London Building Outlines,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=156636038,,,,http://geo.scholarsportal.info/#r/details/_uri@=156636038,,,,,,,,,156636038,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_BuildingOutlines.png
,Ontario Base Map (OBM) Digital Data,1977 - 2008,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2827010960,,,,http://geo.scholarsportal.info/#r/details/_uri@=2827010960,,,,,,,,,2827010960,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_OBMINDEX.png
,Enhanced Points Of Interest (EPOI),2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1212125082,,,,http://geo.scholarsportal.info/#r/details/_uri@=1212125082,,,,,,,,,1212125082,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_EnhancedPointsOfInterestPoint.png
,London Contour Text,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2019261280,,,,http://geo.scholarsportal.info/#r/details/_uri@=2019261280,,,,,,,,,2019261280,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_cntrtxt.png
,"Road Network File, 2011 (RNF)",2011 - 2011,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=929395872,,,,http://geo.scholarsportal.info/#r/details/_uri@=929395872,,,,,,,,,929395872,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_RNF_Eng_Nat_rnf.png
,Mississauga Triangulated Surfaces,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2682697555,,,,http://geo.scholarsportal.info/#r/details/_uri@=2682697555,,,,,,,,,2682697555,
,"Fichiers numériques des limites (FNL), Recensement de 2001",2002 - 2002,Statistique Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=1441802676,,,,http://geo.scholarsportal.info/#r/details/_uri@=1441802676,,,,,,,,,1441802676,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2001_Census_CBF_Fr_Nat_dr.png
,London Spot Heights,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2582765914,,,,http://geo.scholarsportal.info/#r/details/_uri@=2582765914,,,,,,,,,2582765914,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_sphtpnt.png
,"Street Network File (SNF), 1986 Census",1988 - 1988,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=4023439671,,,,http://geo.scholarsportal.info/#r/details/_uri@=4023439671,,,,,,,,,4023439671,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1986_Census_AMF_Eng_Nat_snf.png
,"Cartographic Boundary Files (CBF), 2001 Census",2002 - 2002,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=1739082337,,,,http://geo.scholarsportal.info/#r/details/_uri@=1739082337,,,,,,,,,1739082337,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2001_Census_CBF_Eng_Nat_cd.png
,DMTI Satellite StreetView (SSV) - Newfoundland and Labrador,2005 - 2011,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1228314246,,,,http://geo.scholarsportal.info/#r/details/_uri@=1228314246,,,,,,,,,1228314246,
,Area Code Boundaries (ACB),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=913976832,,,,http://geo.scholarsportal.info/#r/details/_uri@=913976832,,,,,,,,,913976832,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Canada_ACB.png
,Hydrographic Structures - Points (HSP),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2889431519,,,,http://geo.scholarsportal.info/#r/details/_uri@=2889431519,,,,,,,,,2889431519,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_HSP_ALL_PROV.png
,"Census Tracts (CT), 1961 Census of Canada",2011 - 2011,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=873032683,,,,http://geo.scholarsportal.info/#r/details/_uri@=873032683,,,,,,,,,873032683,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1961_Census_CBF_Eng_Nat_ct.png
,"Federal Electoral Districts - Digital Boundary File (FED-DBF), 2014 (2013 Representation Order)",2014 - 2014,Elections Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=2907074758,,,,http://geo.scholarsportal.info/#r/details/_uri@=2907074758,,,,,,,,,2907074758,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_GeoBase_2014_DBF_Eng_Nat_fed_2013.png
,"Cartographic Boundary Files (CBF), 1971 Census",1971 - 1971,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=1042838780,,,,http://geo.scholarsportal.info/#r/details/_uri@=1042838780,,,,,,,,,1042838780,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1971_Census_CBF_Eng_Nat_cma.png
,Runway Region,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4029701166,,,,http://geo.scholarsportal.info/#r/details/_uri@=4029701166,,,,,,,,,4029701166,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_RunwayRegion.png
,Municipal Boundary - Lower and Single Tier,2012 - 2012,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3821923021,,,,http://geo.scholarsportal.info/#r/details/_uri@=3821923021,,,,,,,,,3821923021,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MUNICLOW.png
,Municipal Boundaries 1996 - Upper Tier Municipality,1996 - 1996,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3718653117,,,,http://geo.scholarsportal.info/#r/details/_uri@=3718653117,,,,,,,,,3718653117,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_MUNUPPER.png
,Mississauga City Boundary,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2462546028,,,,http://geo.scholarsportal.info/#r/details/_uri@=2462546028,,,,,,,,,2462546028,
,World Latitude and Longitude Grids,2002 - 2008,ESRI,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1772121777,,,,http://geo.scholarsportal.info/#r/details/_uri@=1772121777,,,,,,,,,1772121777,http://images.scholarsportal.info/gis/thumbnails/ESRI/ESRI_v9_3_Data_World_LatLongGrids.png
,"Historic Ontario Road Network (ORN) Segment Address, 2009",2009 - 2009,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2098639420,,,,http://geo.scholarsportal.info/#r/details/_uri@=2098639420,,,,,,,,,2098639420,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORN_SegmentAddress_2009.png
,Slope Instability Studies - Ottawa Area: Map Series,1976 - 1983,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2424459947,,,,http://geo.scholarsportal.info/#r/details/_uri@=2424459947,,,,,,,,,2424459947,http://images.scholarsportal.info/gis/thumbnails/OGDE/LEDA197683jp2.png
,Land Cover Region,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4259707280,,,,http://geo.scholarsportal.info/#r/details/_uri@=4259707280,,,,,,,,,4259707280,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_LandCoverRegion.png
,Mississauga Transit Routes,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=900848536,,,,http://geo.scholarsportal.info/#r/details/_uri@=900848536,,,,,,,,,900848536,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_TransitRoutes.png
,Greater Toronto Area (GTA) Orthophotography Project 2002: 1km coverage,2002 - 2002,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2068904196,,,,http://geo.scholarsportal.info/#r/details/_uri@=2068904196,,,,,,,,,2068904196,http://images.scholarsportal.info/gis/thumbnails/OGDE/GTA2002MrSID.png
,Oak Ridges Moraine - Subwatersheds (Polygons),2003 - 2003,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2127998790 lrcdtovsdvdb001.cihs.ad.gov.on.ca,,,,http://geo.scholarsportal.info/#r/details/_uri@=2127998790 lrcdtovsdvdb001.cihs.ad.gov.on.ca,,,,,,,,,2127998790 lrcdtovsdvdb001.cihs.ad.gov.on.ca,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORM_WTRSHSUB.png
,London Water (Lines),2001 - 2015,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2460482435,,,,http://geo.scholarsportal.info/#r/details/_uri@=2460482435,,,,,,,,,2460482435,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_wtrlin.png
,Dump Region,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1816496334,,,,http://geo.scholarsportal.info/#r/details/_uri@=1816496334,,,,,,,,,1816496334,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_DumpRegion.png
,Roads Source Table,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1655974086,,,,http://geo.scholarsportal.info/#r/details/_uri@=1655974086,,,,,,,,,1655974086,
,Health Regions: Boundaries and Correspondence with Census Geography,2000 - 2013,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=3785958055,,,,http://geo.scholarsportal.info/#r/details/_uri@=3785958055,,,,,,,,,3785958055,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2013_HealthRegions_Eng_Nat.png
,Forest Misc. Damage Event,2008 - 2008,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1339865728,,,,http://geo.scholarsportal.info/#r/details/_uri@=1339865728,,,,,,,,,1339865728,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FORMISC.png
,Route File (RTE),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2738950827,,,,http://geo.scholarsportal.info/#r/details/_uri@=2738950827,,,,,,,,,2738950827,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Streets_RTE_ALL_PROV.png
,"Geographic Attribute File (GAF), 2011 Census",2011 - 2011,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=21063944,,,,http://geo.scholarsportal.info/#r/details/_uri@=21063944,,,,,,,,,21063944,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2011_Census_GAF_Eng_Nat_db.png
,London Above Ground Pipelines,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1562218220,,,,http://geo.scholarsportal.info/#r/details/_uri@=1562218220,,,,,,,,,1562218220,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_pipelin.png
,Food Distribution Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=370211498,,,,http://geo.scholarsportal.info/#r/details/_uri@=370211498,,,,,,,,,370211498,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_FoodDistributionPoint.png
,Aggregate Site Authorized,1990 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2404912889,,,,http://geo.scholarsportal.info/#r/details/_uri@=2404912889,,,,,,,,,2404912889,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_AGGAUTH.png
